ISO,Country,Subject Descriptor,Subject Notes,Units,Scale,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
CHN,China,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"7,874.12","8,649.30","9,445.22","10,612.85","12,413.12","14,351.74","16,706.04","20,472.37","23,950.51","26,050.98","30,464.79","35,930.48","39,809.75","43,825.66","47,268.50","50,348.00","53,950.61","59,635.62","65,629.02","70,762.36","72,346.63","80,691.18","86,857.32","93,139.36","99,790.00","106,780.68","114,080.46",2019
CHN,China,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,951.153,"1,044.97","1,141.15","1,282.20","1,499.75","1,751.43","2,095.21","2,691.07","3,446.78","3,813.41","4,499.79","5,560.74","6,306.66","7,073.49","7,694.15","8,084.80","8,119.62","8,823.46","9,919.81","10,242.92","10,483.88","11,819.03","12,763.35","13,736.01","14,764.74","15,855.42","17,003.09",2019
CHN,China,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"2,888.25","3,176.65","3,496.30","3,898.66","4,384.37","5,003.57","5,780.71","6,737.36","7,493.09","8,214.98","9,166.17","10,194.58","11,179.47","11,962.31","12,575.26","13,007.48","13,525.40","14,253.90","15,518.55","16,659.48","17,191.69","18,931.08","20,391.66","21,944.69","23,549.09","25,211.98","26,912.73",2019
COL,Colombia,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"5,141,525.55","5,497,891.54","5,897,482.76","6,465,731.00","7,217,060.44","7,879,806.01","8,791,480.44","9,754,957.09","10,720,883.67","11,151,292.83","11,954,735.22","13,443,848.41","14,308,273.58","15,154,453.43","16,006,504.13","16,693,794.99","17,719,352.59","18,673,821.31","19,821,627.80","21,064,815.18","19,705,808.47","21,139,955.80","22,392,745.27","23,819,869.04","25,335,301.63","26,973,223.16","28,686,356.41",2019
COL,Colombia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"2,462.51","2,390.50","2,354.59","2,246.96","2,745.83","3,394.81","3,727.42","4,694.82","5,455.54","5,168.38","6,295.29","7,274.74","7,957.83","8,108.78","7,998.83","6,088.67","5,799.62","6,327.38","6,704.75","6,419.48","5,335.59","5,752.67","6,045.22","6,369.97","6,708.15","7,071.06","7,442.02",2019
COL,Colombia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"6,587.47","6,758.02","6,949.15","7,264.14","7,761.28","8,277.89","8,992.87","9,739.77","10,134.31","10,206.75","10,663.88","11,507.75","11,888.04","12,558.81","13,113.56","13,078.00","13,787.12","14,202.93","14,754.67","15,344.56","14,323.90","15,184.18","15,945.99","16,800.06","17,652.37","18,524.68","19,385.72",2019
COM,Comoros,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"334,397.89","370,801.09","394,341.80","413,141.07","417,587.00","429,079.99","435,281.99","449,332.91","469,621.38","477,094.16","490,424.69","512,629.33","537,052.32","555,899.84","557,250.96","545,841.01","558,403.93","566,586.61","577,130.51","598,666.46","587,049.11","573,519.19","579,790.85","587,612.71","597,397.53","607,267.83","618,906.83",2015
COM,Comoros,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,628.071,675.05,757.399,949.68,"1,055.36","1,085.66","1,110.98","1,251.86","1,403.80","1,351.15","1,322.64","1,450.16","1,403.42","1,500.73","1,505.18","1,231.14","1,256.04","1,300.57","1,386.01","1,362.42","1,361.86","1,420.42","1,454.92","1,477.98","1,504.57","1,529.44","1,558.27",2015
COM,Comoros,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"1,727.20","1,822.36","1,896.25","1,928.46","1,993.00","2,120.30","2,091.56","2,110.80","2,180.45","2,210.24","2,260.60","2,341.01","2,510.02","2,628.37","2,700.60","2,684.32","2,826.35","2,980.06","3,078.86","3,108.12","3,048.01","3,022.28","3,087.71","3,157.54","3,226.75","3,290.17","3,351.58",2015
COD,Democratic Republic of the Congo,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"27,411.28","45,126.37","59,364.09","68,880.20","75,736.80","101,089.53","116,828.74","144,545.78","179,059.99","236,528.55","296,285.39","348,954.92","383,470.08","414,197.03","443,714.03","454,415.35","470,139.49","675,538.23","898,678.10","946,296.67","1,038,559.57","1,196,709.17","1,300,612.14","1,412,210.58","1,504,872.07","1,599,533.15","1,694,204.59",2019
COD,Democratic Republic of the Congo,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,397.025,146.542,171.076,171.505,189.173,215.172,248.176,280.397,316.269,289.689,326.681,379.705,417.545,450.642,479.602,490.698,459.14,456.398,553.329,573.513,540.534,587.596,600.927,617.071,640.129,660.359,680.178,2019
COD,Democratic Republic of the Congo,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,438.31,426.097,432.288,450.464,478.193,506.78,532.457,562.459,589.641,591.614,620.695,655.852,657.466,741.084,837.168,893.471,951.455,"1,046.71","1,098.17","1,129.69","1,106.37","1,132.13","1,175.84","1,222.01","1,270.67","1,318.66","1,354.72",2019
COG,Republic of Congo,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"903,091.42","760,402.40","773,157.64","728,282.72","853,264.74","1,084,658.59","1,272,758.48","1,237,746.21","1,492,559.84","1,281,548.51","1,778,795.25","1,967,969.77","2,350,843.63","2,252,013.54","2,190,850.20","1,698,804.94","1,419,787.82","1,484,359.01","1,669,731.31","1,608,726.27","1,256,136.36","1,330,044.75","1,317,623.50","1,373,852.06","1,389,399.08","1,418,951.85","1,427,771.40",2018
COG,Republic of Congo,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"1,268.42","1,037.33","1,109.28","1,255.57","1,617.33","2,058.30","2,436.38","2,586.30","3,346.18","2,722.04","3,597.96","4,175.34","4,607.39","4,559.73","4,438.24","2,873.72","2,395.18","2,555.44","3,007.47","2,745.80","2,185.58","2,505.11","2,514.05","2,627.33","2,661.33","2,718.10","2,733.94",2018
COG,Republic of Congo,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"4,695.05","4,455.25","4,458.85","4,451.20","4,450.75","4,889.88","5,307.52","4,965.49","5,250.05","5,761.66","6,251.38","6,363.66","7,436.64","7,123.20","6,959.39","5,444.90","4,484.13","4,986.53","4,661.52","4,600.23","4,187.54","4,168.84","4,200.87","4,401.00","4,471.82","4,572.58","4,592.00",2018
CRI,Costa Rica,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"1,214,389.35","1,329,006.36","1,483,031.35","1,684,992.08","1,963,026.31","2,271,994.96","2,714,244.85","3,199,955.05","3,680,436.75","3,943,794.74","4,348,350.66","4,687,846.10","5,083,072.75","5,379,816.08","5,842,596.57","6,219,817.69","6,529,710.51","6,915,180.15","7,161,268.63","7,400,077.10","7,008,869.98","7,215,060.31","7,449,017.81","7,695,938.14","8,012,107.64","8,379,539.28","8,809,179.51",2019
CRI,Costa Rica,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"3,941.14","4,041.94","4,122.83","4,227.82","4,483.59","4,756.34","5,309.27","6,194.05","6,993.90","6,879.27","8,268.86","9,270.57","10,107.45","10,764.53","10,853.64","11,635.20","11,986.92","12,185.26","12,412.15","12,599.21","11,982.28","11,805.84","12,318.73","12,835.33","13,393.53","14,007.88","14,726.02",2019
CRI,Costa Rica,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"8,151.52","8,308.83","8,578.87","8,972.71","9,470.36","10,000.89","10,894.58","11,934.12","12,558.38","12,360.48","12,930.11","13,605.86","14,367.70","15,034.64","16,076.63","17,079.78","18,503.17","19,711.65","20,370.69","20,962.40","19,990.09","20,666.67","21,605.25","22,542.17","23,482.77","24,454.90","25,470.82",2019
CIV,CÙte d'Ivoire,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"653,726.89","685,118.29","700,399.75","705,698.55","676,160.64","679,092.99","683,635.47","697,960.84","756,883.55","779,556.62","816,883.70","782,485.32","861,170.72","947,873.18","1,044,390.25","1,142,352.07","1,168,392.07","1,200,127.65","1,258,249.28","1,305,399.24","1,309,094.82","1,362,732.62","1,428,275.04","1,500,785.80","1,576,623.02","1,656,444.84","1,738,718.16",2015
CIV,CÙte d'Ivoire,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,920.472,935.446,"1,009.64","1,216.94","1,282.22","1,287.97","1,308.58","1,458.24","1,697.05","1,657.60","1,650.96","1,660.45","1,686.73","1,919.16","2,115.19","1,932.22","1,971.62","2,066.85","2,265.29","2,227.98","2,277.72","2,566.67","2,725.18","2,870.08","3,019.95","3,173.04","3,329.35",2015
CIV,CÙte d'Ivoire,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"3,283.20","3,274.15","3,187.61","3,121.50","3,162.79","3,233.37","3,296.02","3,357.03","3,420.41","3,468.37","3,488.87","3,302.87","3,562.75","3,833.79","4,236.55","4,557.77","4,628.93","4,729.65","5,045.73","5,317.60","5,365.11","5,641.57","5,986.88","6,350.53","6,717.06","7,082.52","7,454.53",2015
HRV,Croatia,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"40,876.06","44,672.01","49,029.73","54,004.88","56,533.45","60,773.75","66,296.62","72,647.66","78,170.73","74,684.13","74,566.32","78,064.24","77,557.40","78,004.93","78,179.57","80,794.96","84,139.67","89,091.15","94,246.27","98,902.66","91,409.47","97,490.72","105,086.80","113,384.99","121,669.04","130,685.58","137,371.91",2019
HRV,Croatia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"4,938.11","5,355.37","6,228.62","8,054.46","9,368.62","10,215.39","11,356.45","13,542.21","15,839.94","14,134.16","13,562.42","14,608.20","13,257.02","13,673.37","13,600.79","11,780.60","12,362.59","13,450.09","15,009.70","14,935.95","14,072.08","16,246.54","17,740.62","19,185.32","20,620.04","22,149.51","23,273.77",2019
HRV,Croatia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"12,626.52","13,519.64","14,513.30","15,612.32","16,198.43","17,410.85","18,841.86","20,346.97","21,144.91","19,768.07","19,784.29","20,802.56","21,166.62","21,818.89","22,062.90","23,009.13","24,876.12","26,775.70","28,436.60","29,925.37","27,717.42","29,777.29","32,224.39","34,578.55","36,795.59","38,790.63","40,582.35",2019
CYP,Cyprus,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"15,344.02","16,367.17","16,834.08","17,997.67","19,168.12","20,219.71","21,505.00","23,104.80","24,486.40","23,434.05","23,695.46","23,582.11","22,552.61","20,782.49","20,314.80","21,114.09","22,313.89","23,537.50","24,799.48","25,444.80","23,704.75","24,253.34","25,291.42","26,262.83","27,234.13","28,248.02","29,376.38",2020
CYP,Cyprus,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"14,464.82","14,905.02","16,188.53","20,389.34","23,969.99","25,527.25","27,448.40","31,774.43","36,009.56","32,649.92","31,439.12","32,819.47","28,993.69","27,602.00","26,995.19","23,428.72","24,692.50","26,580.49","29,300.33","28,487.95","27,053.80","29,551.25","31,223.21","32,497.83","33,744.28","35,000.60","36,387.48",2020
CYP,Cyprus,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"23,418.35","24,626.21","25,653.35","26,508.06","28,226.98","30,095.10","31,990.05","33,890.32","34,960.60","33,624.81","33,760.82","33,755.23","31,905.78","30,237.19","29,887.40","31,848.17","35,851.99","38,277.37","40,800.49","42,236.16","40,107.13","41,595.46","43,694.84","45,553.99","47,279.68","48,906.99","50,496.71",2020
CZE,Czech Republic,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"232,172.24","252,064.03","263,791.20","277,008.66","302,020.81","322,153.91","345,366.50","376,384.37","390,862.91","379,282.78","381,651.35","387,377.44","389,218.35","393,948.44","413,393.53","438,912.25","454,514.34","483,110.88","509,862.11","539,804.03","524,060.29","546,779.35","578,457.91","609,499.18","640,238.32","670,726.11","700,005.71",2019
CZE,Czech Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"6,015.07","6,627.10","8,056.32","9,823.29","11,751.90","13,446.94","15,284.67","18,527.74","22,925.75","19,908.15","19,983.58","21,890.78","19,880.90","20,129.62","19,915.38","17,842.87","18,597.21","20,666.67","23,463.60","23,539.08","22,578.83","25,731.55","27,609.14","29,158.34","30,669.40","32,129.92","33,522.18",2019
CZE,Czech Republic,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"16,913.96","17,891.08","18,515.26","19,551.29","21,038.66","23,118.14","25,368.03","27,418.37","28,455.04","27,120.68","28,007.23","29,027.24","29,269.60","30,812.68","32,542.45","33,933.43","36,136.77","39,031.09","41,125.23","42,668.04","40,618.05","42,955.92","45,693.64","48,346.58","50,906.13","53,414.54","55,786.20",2019
DNK,Denmark,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"248,950.47","256,397.77","262,701.01","266,880.12","279,011.20","293,081.56","309,953.52","319,225.11","328,988.09","312,466.35","327,192.72","332,130.47","339,574.69","344,423.55","352,067.22","359,798.33","369,321.24","381,466.02","389,808.67","402,164.90","395,762.29","412,673.47","428,666.57","442,683.87","457,633.96","473,631.13","490,578.23",2019
DNK,Denmark,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"30,798.72","30,806.61","33,275.56","40,512.05","46,571.28","48,872.10","52,121.25","58,641.19","64,531.12","58,286.54","58,177.16","61,864.09","58,623.41","61,325.58","62,729.50","53,478.50","54,862.85","57,772.55","61,731.15","60,299.59","60,494.20","67,218.24","70,205.79","72,993.34","76,009.29","79,267.77","82,750.84",2019
DNK,Denmark,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"33,751.16","34,650.40","35,236.95","35,929.31","37,781.73","39,769.32","42,449.75","43,827.29","44,218.39","42,095.78","43,199.11","44,482.80","44,892.72","46,829.47","48,039.69","49,264.51","52,159.80","55,673.46","57,924.05","60,378.90","58,932.77","61,478.43","64,468.41","66,945.14","69,368.73","71,789.97","74,230.90",2019
DJI,Djibouti,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"217,309.55","219,602.36","220,530.14","225,815.99","233,195.39","241,350.19","254,702.93","273,137.80","308,277.64","309,464.76","325,913.02","357,424.21","379,896.00","397,336.15","419,318.56","450,095.51","468,827.52","481,883.07","510,427.20","551,480.82","546,382.76","571,190.55","598,241.76","629,201.36","661,763.14","696,010.03","732,029.22",2018
DJI,Djibouti,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"1,222.76","1,235.66","1,240.88","1,270.62","1,312.14","1,358.03","1,433.16","1,536.89","1,734.62","1,741.30","1,833.85","2,011.15","2,137.60","2,235.73","2,359.42","2,532.60","2,638.00","2,711.46","2,872.07","3,103.07","3,074.39","3,213.97","3,366.19","3,540.39","3,723.61","3,916.31","4,118.98",2018
